n,m,density,avg_degree,log_n,log_m,mean_weight,std_weight,min_weight,max_weight,skew_weight,connected_components,best_algorithm,best_time_ms
367,44685,0.66534149,243.51498638,5.90536185,10.70739315,49.94418497,28.98176302,0.01107990,99.99985504,0.00346600,1,prim,3.60067700
437,2059,0.02161317,9.42334096,6.07993320,7.62997571,49.69847690,28.93276243,0.02210216,99.96328735,0.00786882,1,kruskal,0.65670100
344,3778,0.06403824,21.96511628,5.84064166,8.23695005,49.93948348,28.82222822,0.01114751,99.95523834,0.00857471,1,kruskal,0.76700200
759,48592,0.16892106,128.04216074,6.63200178,10.79121419,50.14937252,28.99293827,0.01041961,99.99859619,-0.00571588,1,prim,6.84967200
403,49747,0.61413775,246.88337469,5.99893656,10.81470544,50.38361093,28.81622944,0.01210996,99.98976898,-0.01583671,1,prim,4.44384100
2034,4733,0.00228917,4.65388397,7.61775958,8.46231453,50.49118940,28.67847915,0.03972298,99.98403168,-0.01438859,1,kruskal,2.82699700
1138,48708,0.07528831,85.60281195,7.03702761,10.79359857,49.73877656,28.83594921,0.01009685,99.99897766,0.01492740,1,prim,6.81386500
664,20901,0.09495448,62.95481928,6.49828215,9.94755228,50.00230073,28.79864972,0.02629973,99.99979401,0.01127926,1,prim,2.71456200
444,2261,0.02299026,10.18468468,6.09582456,7.72356247,49.56362552,29.06325939,0.05677202,99.95978546,0.01805527,1,kruskal,0.69158200
382,420,0.00577153,2.19895288,5.94542061,6.04025471,50.75163859,28.34863111,0.04132427,99.63905334,-0.06782110,1,kruskal,0.40307500
661,11568,0.05303260,35.00151286,6.49375384,9.35599794,49.96681417,28.78068295,0.02521459,99.99790955,-0.00745199,1,prim,2.02214500
583,582,0.00343053,1.99656947,6.36818719,6.36647045,49.65030016,28.90549927,0.04185161,99.99705505,0.00339291,1,kruskal,0.71987600
368,53709,0.79535896,291.89673913,5.90808294,10.89133586,49.95042923,28.80727494,0.01133748,99.99518585,-0.00207486,1,prim,4.36777200
323,41320,0.79456954,255.85139319,5.77765232,10.62910192,50.07577501,28.95299139,0.01419917,99.99755859,-0.00005070,1,prim,3.17097800
5471,25428,0.00169937,9.29555840,8.60721669,10.14360621,49.44775781,28.75693565,0.01790874,99.98415375,0.02492100,1,kruskal,11.49871600
1491,2904,0.00261434,3.89537223,7.30720231,7.97384438,50.16378951,28.97881508,0.03728076,99.98651123,0.02005763,1,kruskal,2.02353700
929,980,0.00227349,2.10979548,6.83410874,6.88755257,50.79828701,28.36676099,0.08689122,99.98339081,-0.04792416,1,kruskal,0.97906900
319,1263,0.02490093,7.91849530,5.76519110,7.14124512,49.02480868,28.85816871,0.03980821,99.91401672,-0.01278385,1,kruskal,0.45799300
2115,17621,0.00788216,16.66288416,7.65681009,9.77684665,49.99679137,28.67201766,0.01277073,99.99938202,0.01233737,1,kruskal,5.00888800
1334,155165,0.17451702,232.63118441,7.19593723,11.95224435,49.97157114,28.86172560,0.01061082,99.99989319,0.00318654,1,prim,20.60978100
330,30694,0.56542323,186.02424242,5.79909265,10.33182247,50.15695133,28.89442228,0.02009241,99.99624634,-0.00384479,1,prim,2.91141400
668,14142,0.06348024,42.34131737,6.50428817,9.55690437,50.22489068,28.84212663,0.01414018,99.99819946,-0.00774405,1,prim,2.37280600
709,103858,0.41379997,292.97038082,6.56385553,11.55077986,50.28267458,28.89808062,0.01091344,99.99851227,-0.01613638,1,prim,12.45863700
459,11086,0.10546946,48.30501089,6.12905021,9.31343833,50.16341710,28.94623123,0.04524180,99.97163391,-0.01549073,1,prim,1.87501200
316,1704,0.03423749,10.78481013,5.75574221,7.44073371,50.26648726,28.67709527,0.28930429,99.94024658,-0.00662390,1,kruskal,0.51295100
439,7081,0.07365224,32.25968109,6.08449941,8.86517042,49.96763843,28.92525889,0.06403908,99.98410034,-0.00094354,1,kruskal,1.36668200
959,5198,0.01131572,10.84045881,6.86589107,8.55602922,50.83850163,28.83287454,0.02627105,99.98407745,-0.03439330,1,kruskal,1.84342700
1007,110321,0.21780143,219.10824230,6.91473089,11.61114958,49.96956357,28.94738385,0.01027648,99.99976349,0.00177209,1,prim,13.74655300
402,41420,0.51388941,206.06965174,5.99645209,10.63151913,50.04495532,28.89303496,0.01302615,99.99597931,0.00404870,1,prim,4.10428300
2354,78681,0.02841002,66.84876805,7.76387129,11.27315698,50.02637910,28.78840941,0.01086143,99.99976349,-0.00422896,1,prim,14.90668600
415,507,0.00590187,2.44337349,6.02827852,6.22851100,50.27409277,29.42386951,0.02330827,99.94815063,-0.05800513,1,kruskal,0.43909400
678,4286,0.01867514,12.64306785,6.51914729,8.36310918,50.50004968,28.98317076,0.03383084,99.96726990,-0.01668930,1,kruskal,1.26779000
341,21987,0.37928239,128.95601173,5.83188248,9.99820665,50.09223557,28.85869282,0.01277029,99.99646759,-0.01624770,1,prim,2.10418800
328,4780,0.08913254,29.14634146,5.79301361,8.47219583,49.92171407,28.88627860,0.08742046,99.98692322,0.01007215,1,kruskal,0.88785800
419,3904,0.04458097,18.63484487,6.03787092,8.26975695,50.20019571,29.00621431,0.01058658,99.94679260,-0.02544862,1,kruskal,0.91188800
391,36191,0.47466719,185.12020460,5.96870756,10.49656575,49.86081730,28.84276222,0.01010351,99.99790955,0.00209324,1,prim,3.42119000
666,40712,0.18384700,122.25825826,6.50128967,10.61427817,50.20104404,28.81608327,0.02179188,99.99979401,-0.00388419,1,prim,4.74610500
4662,77865,0.00716673,33.40411840,8.44719982,11.26273184,49.92093546,28.79735394,0.01064909,99.99851227,-0.00007848,1,kruskal,20.97275300
3371,162837,0.02866780,96.61050133,8.12296472,12.00050498,50.05336297,28.84713288,0.01031909,99.99979401,-0.00280023,1,prim,35.17502400
313,2538,0.05197837,16.21725240,5.74620319,7.83913165,49.61882381,28.71319115,0.09126746,99.83427429,0.01076903,1,kruskal,0.61468600
569,5807,0.03593530,20.41124780,6.34388043,8.66681937,49.75850634,28.73582085,0.03187213,99.97692108,0.02133920,1,kruskal,1.35721100
7601,177770,0.00615466,46.77542429,8.93603510,12.08824586,49.93036499,28.84934370,0.01083671,99.99978638,0.00127741,1,kruskal,49.28934500
11558,95293,0.00142680,16.48953106,9.35513312,11.46471163,49.98287907,28.79972304,0.01247211,99.99972534,0.00471333,1,kruskal,44.01237100
966,194226,0.41670904,402.12422360,6.87316383,12.17677771,49.98119909,28.89012789,0.01021495,99.99993134,0.00217888,1,prim,21.62367700
869,38435,0.10191014,88.45799770,6.76734313,10.55672378,49.74346817,28.72053773,0.01339705,99.99247742,0.01837492,1,prim,5.24342900
395,44617,0.57337274,225.90886076,5.97888576,10.70587023,49.74332636,28.84947114,0.01023255,99.99389648,0.01496796,1,prim,4.43804200
2431,5080,0.00171990,4.17935006,7.79605797,8.53306654,49.81743000,28.68018910,0.01895242,99.97054291,0.01348254,1,kruskal,3.53403500
10410,59187,0.00109244,11.37118156,9.25052216,10.98845720,49.95532259,28.84648942,0.01061359,99.99843597,0.00385548,1,kruskal,31.37733300
443,47536,0.48554181,214.60948081,6.09356977,10.76924260,50.15953690,28.78458695,0.01456591,99.99485016,-0.00959762,1,prim,5.00313000
843,2720,0.00766407,6.45314353,6.73696696,7.90838716,49.62017314,29.36668273,0.03324675,99.97604370,0.04088694,1,kruskal,1.33375800
672,78661,0.34889735,234.11011905,6.51025834,11.27290276,50.02310159,28.72198956,0.01104721,99.99842834,-0.00620052,1,prim,8.15403100
854,853,0.00234192,1.99765808,6.74993119,6.74875955,50.09144708,28.75794599,0.04559559,99.98859406,-0.01439964,1,kruskal,0.95533400
2702,187950,0.05150654,139.11917098,7.90174752,12.14393125,49.85369697,28.84481516,0.01020853,99.99958038,0.00456385,1,prim,37.00543300
483,42873,0.36831525,177.52795031,6.18001665,10.66599754,49.73265839,28.86343597,0.01080416,99.99496460,0.01827882,1,prim,4.32115900
660,34381,0.15809537,104.18484848,6.49223984,10.44525937,49.87809384,28.81428001,0.01454510,99.99720764,0.00629364,1,prim,5.21286200
581,111783,0.66343997,384.79518072,6.36475076,11.62431477,50.06011191,28.85407128,0.01083974,99.99924469,-0.00203675,1,prim,9.20798400
3779,108934,0.01526000,57.65228897,8.23721470,11.59849747,50.04278236,28.85579167,0.01032169,99.99973297,-0.00414045,1,kruskal,26.05508500
654,28731,0.13455189,87.86238532,6.48310735,10.26573196,50.06649237,28.95469433,0.01150063,99.99900818,-0.00183742,1,prim,3.79596100
1040,7481,0.01384652,14.38653846,6.94697599,8.92012175,50.03024676,28.95542045,0.03005677,99.97270203,-0.00131594,1,kruskal,2.13866400
6547,158347,0.00738961,48.37238430,8.78676221,11.97254411,50.07254162,28.80867043,0.01007149,99.99951172,-0.00417100,1,kruskal,43.22707200
656,16893,0.07863061,51.50304878,6.48616079,9.73465461,50.35904145,28.89316335,0.01233380,99.99420166,-0.02482510,1,prim,2.54089200
589,588,0.00339559,1.99660441,6.37842618,6.37672695,48.59576599,28.61135848,0.11146238,99.94528198,0.07531475,1,kruskal,0.66180300
327,5636,0.10573910,34.47094801,5.78996017,8.63692987,49.32097477,28.80552668,0.04056698,99.98237610,0.02838563,1,prim,0.95023500
529,2460,0.01761471,9.30056711,6.27098843,7.80791663,50.04424811,28.63460149,0.06571609,99.98442841,0.00384986,1,kruskal,0.83476600
1542,67220,0.05657721,87.18547341,7.34083555,11.11572610,49.97243792,28.81804909,0.01236458,99.99758148,-0.00031181,1,prim,11.01008400
1381,42853,0.04497161,62.06082549,7.23056315,10.66553093,49.99599918,28.91134504,0.01006318,99.99882507,0.00110632,1,prim,7.23197100
531,52815,0.37533312,198.92655367,6.27476202,10.87455052,50.04757764,28.81083522,0.01034074,99.99960327,-0.00631516,1,prim,5.38591300
7032,92723,0.00375078,26.37172924,8.85822644,11.43737183,49.92126224,28.82230699,0.01096995,99.99956512,0.00857549,1,kruskal,29.42741300
517,104785,0.78557720,405.35783366,6.24804287,11.55966591,50.04532331,28.95344621,0.01072254,99.99988556,-0.00021498,1,prim,8.16881900
315,16951,0.34275604,107.62539683,5.75257264,9.73808211,50.09451402,28.75107453,0.01257643,99.99035645,0.00890999,1,prim,1.73752200
2927,73878,0.01725234,50.48035531,7.98173329,11.21017036,49.99424982,28.87213270,0.01075832,99.99890137,0.00613718,1,prim,16.64118900
522,23938,0.17603930,91.71647510,6.25766759,10.08322243,50.13744345,29.02944050,0.01369207,99.99951172,-0.00910254,1,prim,2.72541100
528,30437,0.21876977,115.29166667,6.26909628,10.32341425,50.07818635,28.95683128,0.01415680,99.99304962,-0.00152677,1,prim,3.24699500
876,4855,0.01266797,11.08447489,6.77536609,8.48776438,50.02056079,28.86384392,0.03746263,99.96753693,-0.00045990,1,kruskal,1.57322700
401,1932,0.02408978,9.63591022,5.99396143,7.56631101,50.88088622,28.49917278,0.01118101,99.98173523,-0.04844322,1,kruskal,0.62395600
300,1926,0.04294314,12.84000000,5.70378247,7.56320059,50.66301408,28.27499567,0.04512600,99.98434448,-0.06585240,1,kruskal,0.51975400
373,50038,0.72123728,268.30026810,5.92157842,10.82053800,50.16979195,28.84759409,0.01800606,99.99981689,-0.00819331,1,prim,3.94924700
353,734,0.01181432,4.15864023,5.86646806,6.59850903,49.28364304,28.98714485,0.26865947,99.98520660,0.01214245,1,kruskal,0.41940500
416,33736,0.39082484,162.19230769,6.03068526,10.42632080,49.96473278,28.85650899,0.01672848,99.99916840,0.00268746,1,prim,3.42044000
470,74769,0.67839223,318.16595745,6.15273269,11.22215864,50.01157230,28.91978283,0.01125164,99.99961853,-0.00230172,1,prim,6.00977300
631,17077,0.08591553,54.12678288,6.44730586,9.74548781,50.02782913,28.89616430,0.01843773,99.98672485,0.00145322,1,prim,2.43312800
969,110053,0.23465659,227.14757482,6.87626461,11.60871735,50.23078105,28.88485151,0.01165456,99.99809265,-0.00536731,1,prim,13.01042100
3482,8433,0.00139149,4.84376795,8.15536212,9.03990786,49.78087861,28.71047525,0.04012381,99.99471283,0.02483520,1,kruskal,5.32350900
508,88157,0.68456569,347.07480315,6.23048145,11.38687459,50.11877467,28.87768920,0.01001499,99.99922180,-0.00185694,1,prim,7.14847500
1975,33021,0.01693971,33.43898734,7.58832368,10.40489900,49.92772050,28.86565807,0.01052887,99.99085999,0.01077268,1,kruskal,7.48149500
765,75126,0.25707833,196.40784314,6.63987583,11.22692198,49.96745402,28.82170018,0.01383310,99.99804688,0.00524850,1,prim,8.35738200
638,637,0.00313480,1.99686520,6.45833828,6.45676966,48.90455161,29.42331536,0.14710617,99.71878815,0.01871054,1,kruskal,0.68896100
688,67950,0.28752412,197.52906977,6.53378884,11.12652742,49.89687018,28.89855149,0.01008595,99.99808502,0.00246021,1,prim,7.31980000
535,52918,0.37045749,197.82429907,6.28226675,10.87649882,49.92030601,28.77598286,0.01161072,99.99971771,0.00542457,1,prim,5.31830900
346,30936,0.51832119,178.82080925,5.84643878,10.33967583,49.95722089,28.91021817,0.02089177,99.99810791,0.00443151,1,prim,2.84174700
525,1695,0.01232279,6.45714286,6.26339826,7.43543802,49.40876204,29.06228857,0.09084240,99.95008087,0.04022953,1,kruskal,0.72180100
997,3997,0.00805026,8.01805416,6.90475077,8.29329936,49.37850483,29.04654194,0.04814779,99.99635315,-0.00385347,1,kruskal,1.55868500
1046,57890,0.10592185,110.68833652,6.95272864,10.96629994,50.00552427,28.93091288,0.01261429,99.99844360,0.00026027,1,prim,7.89011500
3353,81613,0.01452285,48.68058455,8.11761075,11.30974384,50.03976281,28.91054380,0.01502675,99.99974823,-0.00444817,1,kruskal,19.31758200
332,33238,0.60492120,200.22891566,5.80513497,10.41144908,50.16281010,28.86118789,0.01037070,99.99649811,-0.00399569,1,prim,2.71375800
657,656,0.00304414,1.99695586,6.48768402,6.48616079,49.82118892,29.25329350,0.08695538,99.78071594,-0.01411685,1,kruskal,0.70976300
10994,78630,0.00130121,14.30416591,9.30510495,11.27250858,49.99999146,28.87652973,0.01132288,99.99764252,-0.00386096,1,kruskal,39.59772400
1836,2837,0.00168415,3.09041394,7.51534457,7.95050243,49.23867330,28.76443952,0.01421447,99.98387146,0.03863730,1,kruskal,2.33865300
346,28739,0.48151127,166.12138728,5.84643878,10.26601036,50.01386444,28.85926323,0.01066429,99.99724579,0.00461847,1,prim,2.61427600
843,842,0.00237248,1.99762752,6.73696696,6.73578001,49.58926962,28.38307215,0.02972826,99.94778442,-0.01208610,1,kruskal,0.91575800
343,19735,0.33647043,115.07288630,5.83773045,9.89014899,50.31202045,28.95898186,0.03647918,99.98991394,-0.00929367,1,prim,1.96277800
1478,6107,0.00559504,8.26387009,7.29844510,8.71719093,50.06001669,28.63161614,0.02287371,99.97964478,0.01708279,1,kruskal,2.46067100
4718,35417,0.00318286,15.01356507,8.45914026,10.47494721,49.95648582,28.79924556,0.01436558,99.99972534,0.00746391,1,kruskal,12.65293900
3428,36654,0.00624017,21.38506418,8.13973228,10.50927784,50.01130606,28.96268784,0.01161447,99.99987793,-0.00028976,1,kruskal,10.78550300
522,2477,0.01821578,9.49042146,6.25766759,7.81480343,49.69729314,28.25262366,0.03267341,99.99419403,-0.01192611,1,kruskal,0.83457300
429,14548,0.15846459,67.82284382,6.06145692,9.58520881,49.67711573,28.64770648,0.02015622,99.99353027,0.00955180,1,prim,1.76689500
13415,150407,0.00167166,22.42370481,9.50412876,11.92110023,50.07197747,28.86817543,0.01009769,99.99971008,-0.00065069,1,kruskal,60.85641600
312,18156,0.37422706,116.38461538,5.74300319,9.80675636,49.72802264,28.87765446,0.01527947,99.98300171,0.01396767,1,prim,1.74339700
491,490,0.00407332,1.99592668,6.19644413,6.19440539,49.70036047,28.50662318,0.17817682,99.72639465,0.06231721,1,kruskal,0.49972300
516,102431,0.77091142,397.01937984,6.24610677,11.53694468,50.15925110,28.80835159,0.01058297,99.99995422,-0.00758722,1,prim,8.05826100
659,30288,0.13969771,91.92109256,6.49072353,10.31850687,49.87990632,28.78325689,0.01115940,99.99813843,0.00272935,1,prim,3.66457000
1322,115445,0.13221199,174.65204236,7.18690102,11.65654951,49.96154455,28.85699268,0.01064453,99.99997711,-0.00115424,1,prim,15.84899000
3845,93183,0.01260918,48.46970091,8.25452888,11.44232058,50.01856121,28.74126736,0.01023169,99.99931335,-0.00392183,1,kruskal,23.91472000
4306,136409,0.01471722,63.35764050,8.36776468,11.82341300,49.97468211,28.89657579,0.01002004,99.99996948,0.00005525,1,prim,34.64224200
613,612,0.00326264,1.99673736,6.41836494,6.41673228,48.56185849,29.33681011,0.09496816,99.91886139,-0.01713668,1,kruskal,0.70148200
472,5899,0.05306956,24.99576271,6.15697899,8.68253812,49.14658724,28.89428026,0.03304979,99.99164581,0.01794518,1,kruskal,1.25402900
4216,12451,0.00140132,5.90654649,8.34664209,9.42955622,49.70116616,28.91716512,0.02413224,99.99568176,0.01209641,1,kruskal,7.35548200
719,16240,0.06291623,45.17385257,6.57786136,9.69523261,50.27419810,28.90088288,0.02457900,99.99222565,-0.00296614,1,prim,2.61738800
1539,30696,0.02593683,39.89083821,7.33888813,10.33188763,50.02039207,28.75411786,0.01068350,99.99815369,-0.00806917,1,prim,6.44281800
969,1217,0.00259490,2.51186791,6.87626461,7.10414409,49.04451862,29.20678150,0.03700947,99.79013824,0.01757225,1,kruskal,1.15746400
307,6513,0.13866002,42.42996743,5.72684775,8.78155546,50.64756263,28.79006862,0.01106300,99.96405792,-0.05141851,1,prim,0.99586100
1476,58972,0.05417482,79.90785908,7.29709101,10.98481803,50.10412109,28.91786290,0.01018303,99.99878693,-0.00726346,1,prim,10.03232600
616,615,0.00324675,1.99675325,6.42324696,6.42162227,52.31149541,29.37217870,0.12632203,99.91306305,-0.08159841,1,kruskal,0.69998500
499,93042,0.74882295,372.91382766,6.21260610,11.44080628,49.94555115,28.84892693,0.01088136,99.99849701,0.00023643,1,prim,7.63080800
532,24376,0.17257834,91.63909774,6.27664349,10.10135432,50.01980477,28.64967881,0.01752152,99.98742676,-0.00316176,1,prim,2.85321100
6567,50551,0.00234472,15.39546216,8.78981239,10.83073801,50.05731671,28.82065654,0.01068082,99.99961090,-0.00122170,1,kruskal,20.53529800
562,96045,0.60926409,341.79715302,6.33150185,11.47257211,50.08546691,28.86988445,0.01239340,99.99958038,-0.00244005,1,prim,8.23971600
1327,169872,0.19308003,256.02411454,7.19067603,12.04280049,50.11559517,28.88018758,0.01048550,99.99968719,-0.00360942,1,prim,25.65286300
741,5637,0.02056024,15.21457490,6.60800063,8.63710729,49.98496749,28.86270688,0.02227828,99.98705292,-0.01036914,1,kruskal,1.62631600
1395,147088,0.15127608,210.87885305,7.24064969,11.89878633,49.86953092,28.86592133,0.01012108,99.99965668,0.00306288,1,prim,21.49973600
1391,2616,0.00270599,3.76132279,7.23777819,7.86940171,50.00526120,28.96001901,0.02056168,99.96430969,0.00143284,1,kruskal,1.94353900
346,510,0.00854486,2.94797688,5.84643878,6.23441073,50.53634338,28.78044474,0.21726230,99.82482147,-0.02813991,1,kruskal,0.39882300
606,73687,0.40196929,243.19141914,6.40687999,11.20758167,50.13550131,28.91022542,0.01251632,99.99854279,-0.00475793,1,prim,7.80953000
10762,129800,0.00224160,24.12191043,9.28377669,11.77375008,49.97166317,28.84574753,0.01037147,99.99978638,0.00338444,1,kruskal,49.44148400
2005,2502,0.00124539,2.49576060,7.60339934,7.82484569,49.89647626,28.96440041,0.01043013,99.96735382,-0.03310151,1,kruskal,2.42696100
14432,147861,0.00141991,20.49071508,9.57720324,11.90402792,49.88507221,28.83226398,0.01126142,99.99986267,0.00489172,1,kruskal,66.46670600
441,74338,0.76621315,337.13378685,6.08904488,11.21637754,50.04480745,28.85622173,0.01086050,99.99946594,0.00135438,1,prim,5.90052700
3711,7916,0.00114993,4.26623552,8.21905666,8.97664131,50.50594895,28.60103341,0.03026069,99.99696350,-0.03254147,1,kruskal,5.42474500
475,53299,0.47345325,224.41684211,6.16331480,10.88367285,50.10024302,28.87519884,0.01029350,99.99786377,-0.00588739,1,prim,5.17255500
1591,110958,0.08772458,139.48208674,7.37211803,11.61690703,50.03217755,28.83360824,0.01012865,99.99958038,-0.00173560,1,prim,18.02069600
814,189947,0.57404704,466.70024570,6.70196037,12.15450036,49.94645965,28.88179187,0.01005585,99.99979401,0.00542790,1,prim,21.27650000
747,44966,0.16138190,120.39089692,6.61606519,10.71366193,50.18429702,28.86412506,0.01349069,99.99805450,-0.00925105,1,prim,6.15763100
1530,40134,0.03431180,52.46274510,7.33302301,10.59997913,50.07959564,28.88063965,0.01025295,99.99658966,-0.00075565,1,prim,8.67965800
770,6579,0.02222147,17.08831169,6.64639051,8.79163804,49.77657136,28.78057200,0.01215279,99.98328400,0.02293240,1,prim,2.02106200
9176,119082,0.00282889,25.95510026,9.12434666,11.68756761,49.99348362,28.88064311,0.01243035,99.99990845,0.00316101,1,kruskal,44.90835000
316,16171,0.32491461,102.34810127,5.75574221,9.69097479,49.99971055,28.90668307,0.02706299,99.99347687,0.01091609,1,prim,1.77917700
804,69839,0.21634976,173.72885572,6.68959927,11.15394787,50.00631829,28.85461878,0.01247020,99.99861908,-0.00276917,1,prim,8.93149000
1009,28447,0.05593901,56.38652131,6.91671502,10.25579799,50.01396004,28.75565089,0.01252370,99.99919891,-0.00002332,1,prim,5.57272300
318,31980,0.63448604,201.13207547,5.76205138,10.37286599,50.14455450,28.91786822,0.01029113,99.99947357,-0.00536783,1,prim,3.16299200
686,31034,0.13208487,90.47813411,6.53087763,10.34283866,50.06488781,28.84145292,0.01168206,99.99832153,-0.00871920,1,prim,4.47634200
783,30973,0.10116837,79.11366539,6.66313270,10.34087114,49.90279677,28.75285387,0.03222882,99.99187469,-0.00119474,1,kruskal,5.66568300
848,125172,0.34854425,295.21698113,6.74288064,11.73744407,49.92134061,28.83300586,0.01041584,99.99907684,0.00003422,1,prim,14.98602700
781,14813,0.04863259,37.93341869,6.66057515,9.60326045,50.20001001,29.03025491,0.01560076,99.99958801,0.00665768,1,kruskal,2.91488000
423,18433,0.20652527,87.15366430,6.04737218,9.82189782,50.17487561,29.04109827,0.01879812,99.99688721,-0.00888244,1,prim,2.76140200
2510,22062,0.00700649,17.57928287,7.82803803,10.00161195,49.94750769,28.85808817,0.01458728,99.99584198,0.00063040,1,kruskal,8.21364600
425,14287,0.15856826,67.23294118,6.05208917,9.56710531,49.81135867,28.88775434,0.01641314,99.99535370,0.01418208,1,prim,1.86981400
490,639,0.00533367,2.60816327,6.19440539,6.45990445,50.34537347,29.73010415,0.26736408,99.91938782,-0.02394399,1,kruskal,0.60424500
1537,53876,0.04564154,70.10540013,7.33758774,10.89444039,50.25735770,28.80708183,0.01442166,99.99869537,-0.01334569,1,kruskal,11.07683900
2076,197511,0.09170137,190.28034682,7.63819824,12.19354956,50.06122824,28.87039182,0.01120031,99.99919128,-0.00469735,1,prim,37.89975400
3001,4643,0.00103143,3.09430190,8.00670085,8.44311599,49.76851257,28.70505539,0.02110212,99.97315979,0.01371308,1,kruskal,4.15479100
8702,64234,0.00169671,14.76304298,9.07130816,11.07028794,49.86668155,28.80853340,0.01124391,99.99977112,0.01030308,1,kruskal,37.81859900
301,1247,0.02761905,8.28571429,5.70711026,7.12849595,49.87395896,29.04697497,0.09384704,99.99143219,0.01649010,1,kruskal,0.41869500
8378,150051,0.00427602,35.82024349,9.03336450,11.91873052,49.98313361,28.86857441,0.01222799,99.99996185,0.00035558,1,kruskal,43.40210500
14680,142816,0.00132551,19.45722071,9.59424130,11.86931237,50.07929346,28.86923187,0.01002735,99.99910736,-0.00277643,1,kruskal,63.95214800
354,353,0.00564972,1.99435028,5.86929691,5.86646806,51.23568486,28.69632108,0.32397178,99.56921387,-0.07898444,1,kruskal,0.36013500
362,38793,0.59370074,214.32596685,5.89164421,10.56599510,49.96116529,28.85540174,0.01244762,99.99811554,0.00408082,1,prim,3.70495800
1538,17366,0.01469263,22.58257477,7.33823815,9.76226955,50.56763599,28.88497571,0.02901487,99.98220062,-0.02209354,1,kruskal,4.25633000
390,51694,0.68148441,265.09743590,5.96614674,10.85309700,50.04332869,28.91757972,0.01030388,99.99938965,-0.00380038,1,prim,4.19181400
715,79832,0.31275391,223.30629371,6.57228254,11.28767971,49.84818573,28.77847092,0.01075276,99.99902344,0.00633225,1,prim,8.59393000
1327,188845,0.21464513,284.61944235,7.19067603,12.14868185,49.97029309,28.82741286,0.01070198,99.99973297,0.00040473,1,prim,25.23089500
1581,6365,0.00509612,8.05186591,7.36581284,8.75856951,49.95777420,28.62326448,0.01198571,99.96791840,0.00426628,1,kruskal,2.55345900
1311,81430,0.09482884,124.22578185,7.17854548,11.30749903,50.01620571,28.84197421,0.01293312,99.99814606,-0.00172970,1,prim,11.57249800
501,3169,0.02530140,12.65069860,6.21660610,8.06117136,50.29108484,29.26712242,0.05797491,99.99298859,-0.00143012,1,kruskal,0.88053000
780,9463,0.03114776,24.26410256,6.65929392,9.15514474,49.69750111,28.99064344,0.03539709,99.96591187,0.02575879,1,kruskal,2.08955200
4045,128090,0.01566086,63.33250927,8.30523683,11.76048842,50.00428120,28.83798364,0.01014443,99.99964142,0.00232490,1,prim,29.93406900
554,3483,0.02273781,12.57400722,6.31716469,8.15564927,49.79897482,29.04545179,0.03727799,99.94486237,0.03013156,1,kruskal,1.02930300
1062,40414,0.07173349,76.10922787,6.96790920,10.60693154,49.76510981,28.84664543,0.01345877,99.99933624,0.00937099,1,prim,6.04174800
11058,75981,0.00124286,13.74226804,9.31090943,11.23823859,49.99332414,28.89776629,0.01109957,99.99993134,0.00111085,1,kruskal,39.02172800
1300,7792,0.00922840,11.98769231,7.17011954,8.96085285,50.14394349,28.79043441,0.02089753,99.98480225,-0.00802216,1,kruskal,2.49714100
1194,121333,0.17035864,203.23785595,7.08506429,11.70629411,49.84957911,28.91667982,0.01061026,99.99900818,0.00649529,1,prim,15.65414900
6033,101553,0.00558121,33.66583789,8.70499968,11.52833611,49.95705391,28.91166660,0.01238462,99.99810791,0.00459230,1,kruskal,28.40991200
675,109758,0.48250577,325.20888889,6.51471269,11.60603322,49.98484924,28.96985327,0.01008681,99.99945068,0.00336680,1,prim,11.27350900
373,372,0.00536193,1.99463807,5.92157842,5.91889385,49.90319849,28.31866452,0.10521660,99.95465088,-0.05423649,1,kruskal,0.38567600
663,1816,0.00827512,5.47812971,6.49677499,7.50439156,50.11300246,29.14267856,0.01695004,99.99582672,-0.02054378,1,kruskal,0.92973700
707,713,0.00285690,2.01697313,6.56103067,6.56948142,49.78186739,29.09294463,0.34901652,99.95603180,-0.00628694,1,kruskal,0.76164500
347,346,0.00576369,1.99423631,5.84932478,5.84643878,50.45761740,28.91077665,0.18026149,99.52138519,-0.08665025,1,kruskal,0.35646000
610,717,0.00386013,2.35081967,6.41345896,6.57507584,49.27692468,29.18054248,0.01095104,99.84745026,0.04413555,1,kruskal,0.67390000
6015,199570,0.01103383,66.35743973,8.70201163,12.20392033,50.04324004,28.85626802,0.01055524,99.99862671,0.00027025,1,prim,52.37306400
627,10607,0.05404813,33.83413078,6.44094654,9.26926944,49.60233292,28.88664548,0.02453146,99.99332428,0.01164926,1,prim,1.90992800
608,3414,0.01850126,11.23026316,6.41017488,8.13563990,50.69760039,28.78721426,0.10843102,99.94816589,-0.03958236,1,kruskal,1.08254600
339,9056,0.15807020,53.42772861,5.82600011,9.11118280,49.75534465,28.93105186,0.04242529,99.99211884,-0.00167751,1,prim,1.20738900
320,41784,0.81865204,261.15000000,5.76832100,10.64026877,50.15937821,28.89084389,0.01265233,99.99949646,-0.00364010,1,prim,3.24292900
420,73571,0.83612911,350.33809524,6.04025471,11.20600621,50.00651879,28.87194923,0.01004624,99.99990845,-0.00230304,1,prim,5.69480300
2365,124045,0.04437421,104.90063425,7.76853330,11.72839968,49.99172245,28.86409515,0.01138597,99.99981689,0.00527813,1,prim,22.51107500
